job_name,company_name,salary,city,district,experience,education,skill_tags,description,source,crawl_time,min_salary,max_salary
Java 开发工程师,京东系统有限公司,46-55K,南京,浦东新区,5-10 年,本科,"硬件开发,单片机",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,43936,25616
Python 开发工程师,阿里网络技术有限公司,32-61K,南京,南山区,3-5 年,硕士,"投资分析,量化分析,风险管理,财务报表",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,36324,40268
网络工程师,美团信息技术有限公司,48-68K,广州,,5-10 年,博士,"UX 设计,UI 设计",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,22628,55080
后端开发工程师,百度信息技术有限公司,44-39K,武汉,南山区,经验不限,本科,"Figma,UX 设计,Sketch,平面设计",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,34716,61873
数据库管理员,京东信息技术有限公司,23-76K,上海,朝阳区,1-3 年,硕士,"Python,Java,算法,C++,数据库",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,42075,38388
测试工程师,字节智能科技有限公司,17-43K,西安,浦东新区,1-3 年,高中,"Spring,软件开发",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,12933,62273
测试工程师,字节信息技术有限公司,14-35K,西安,海淀区,经验不限,本科,"软件工程,软件开发,Git,Spring,敏捷开发",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,45632,53626
软件工程师,腾讯网络技术有限公司,18-49K,上海,朝阳区,1-3 年,博士,"商业分析,团队协作,沟通协调,数据分析,项目管理",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,19097,43178
运维工程师,阿里系统有限公司,35-40K,杭州,浦东新区,经验不限,本科,"数据结构,C++",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,46969,37990
全栈工程师,阿里科技有限公司,14-28K,广州,浦东新区,应届生,本科,"PCB,硬件开发,单片机,电路设计,嵌入式",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,40304,35785
Java 开发工程师,百度数据服务有限公司,9-69K,成都,浦东新区,1-3 年,高中,"C++,数据库,Python,Java",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,30323,30468
测试工程师,小米信息技术有限公司,43-66K,杭州,,经验不限,硕士,"Python,数据结构,Java,数据库,C++",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,46259,61042
产品经理,OPPO智能科技有限公司,19-62K,广州,浦东新区,3-5 年,硕士,"市场调研,品牌推广,营销策划,市场营销,新媒体运营",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,18399,73854
算法工程师,小米科技有限公司,30-76K,西安,,应届生,博士,"Spring,Vue,软件开发,敏捷开发",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,29112,57958
产品经理,百度信息技术有限公司,37-18K,成都,南山区,1-3 年,高中,"Photoshop,Figma,UX 设计,平面设计,Sketch",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,10603,21172
后端开发工程师,京东科技有限公司,43-47K,成都,天河区,1-3 年,大专,"平面设计,UI 设计,UX 设计,Sketch,Photoshop",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,16201,62738
算法工程师,华为网络技术有限公司,8-56K,上海,南山区,5-10 年,大专,"财务报表,量化分析,风险管理,金融分析,投资分析",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,18182,64525
数据分析师,京东智能科技有限公司,18-64K,北京,南山区,3-5 年,大专,"Figma,Sketch,UI 设计",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,45656,75650
产品经理,字节网络技术有限公司,8-56K,成都,,经验不限,博士,"UI 设计,Sketch",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,21548,61404
Python 开发工程师,腾讯系统有限公司,37-21K,北京,天河区,应届生,硕士,"数据结构,Python,算法,数据库",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,17873,79711
数据分析师,京东数据服务有限公司,38-31K,成都,朝阳区,3-5 年,大专,"深度学习,PyTorch",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,23493,28617
网络工程师,美团信息技术有限公司,42-16K,广州,海淀区,1-3 年,本科,"商业分析,沟通协调,数据分析",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,46698,62240
Python 开发工程师,阿里科技有限公司,29-33K,广州,朝阳区,经验不限,大专,"市场营销,市场调研,新媒体运营,营销策划,品牌推广",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,32926,23113
Java 开发工程师,VIVO数据服务有限公司,50-69K,深圳,朝阳区,1-3 年,本科,"沟通协调,数据分析,项目管理,团队协作",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,49807,68825
前端开发工程师,腾讯科技有限公司,24-19K,苏州,海淀区,应届生,本科,"财务报表,风险管理",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,41701,21822
运维工程师,京东科技有限公司,35-25K,北京,南山区,1-3 年,硕士,"平面设计,Sketch",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,36327,50799
网络工程师,京东科技有限公司,24-53K,南京,海淀区,经验不限,本科,"团队协作,数据分析,商业分析,项目管理",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,42868,46371
后端开发工程师,小米数据服务有限公司,11-47K,北京,天河区,5-10 年,博士,"数据分析,团队协作,沟通协调,商业分析,项目管理",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,16733,17616
产品经理,京东网络技术有限公司,48-30K,成都,海淀区,3-5 年,大专,"平面设计,Figma,Photoshop,Sketch,UX 设计",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,12817,40802
Java 开发工程师,OPPO网络技术有限公司,47-64K,成都,南山区,5-10 年,高中,"算法,C++,数据库,Linux,Java",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,43376,23326
产品经理,小米智能科技有限公司,30-37K,成都,朝阳区,应届生,高中,"单片机,PCB,电路设计",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,26956,29094
数据分析师,百度数据服务有限公司,12-78K,上海,天河区,1-3 年,高中,"沟通协调,团队协作,数据分析,商业分析",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,25960,35652
全栈工程师,美团数据服务有限公司,19-36K,上海,浦东新区,应届生,本科,"UI 设计,Figma,UX 设计",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,23529,37184
数据分析师,OPPO科技有限公司,32-53K,西安,南山区,5-10 年,本科,"PyTorch,机器学习,CV",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,21528,24859
系统架构师,字节科技有限公司,37-61K,北京,,经验不限,博士,"Spring,敏捷开发,软件开发,Vue",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,22090,52911
软件工程师,OPPO智能科技有限公司,33-23K,北京,南山区,应届生,硕士,"CV,深度学习,PyTorch,NLP",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,34015,15187
系统架构师,VIVO数据服务有限公司,26-78K,成都,天河区,1-3 年,硕士,"量化分析,财务报表,风险管理",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,23903,61458
UI 设计师,VIVO数据服务有限公司,14-73K,西安,朝阳区,经验不限,本科,"数据结构,Python,Linux,数据库,Java",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,14181,42519
算法工程师,京东科技有限公司,32-29K,广州,天河区,经验不限,硕士,"品牌推广,市场营销,营销策划,市场调研,新媒体运营",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,13481,17091
Python 开发工程师,OPPO数据服务有限公司,9-54K,北京,南山区,应届生,大专,"算法,数据结构,Linux",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,27322,66758
运维工程师,京东网络技术有限公司,26-26K,西安,朝阳区,应届生,高中,"Vue,Spring",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,49389,59459
UI 设计师,小米网络技术有限公司,39-40K,南京,天河区,应届生,本科,"算法,Python,C++,Java,数据库",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,45539,43511
网络工程师,百度信息技术有限公司,27-62K,苏州,朝阳区,1-3 年,大专,"Linux,数据结构,Python",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,37748,46431
运维工程师,阿里网络技术有限公司,49-55K,南京,朝阳区,应届生,硕士,"C++,Linux",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,11614,60745
测试工程师,京东数据服务有限公司,20-43K,广州,朝阳区,经验不限,硕士,"量化分析,风险管理,投资分析,金融分析",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,18961,54499
测试工程师,字节数据服务有限公司,25-20K,南京,,1-3 年,硕士,"Spring,Vue,Git,软件开发,敏捷开发",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,34665,28342
Java 开发工程师,腾讯系统有限公司,50-48K,西安,天河区,1-3 年,硕士,"Figma,UI 设计,平面设计,UX 设计,Sketch",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,13533,23055
Java 开发工程师,网易科技有限公司,35-71K,南京,天河区,3-5 年,博士,"Git,软件开发,Vue",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,22781,68170
软件工程师,小米科技有限公司,49-54K,广州,南山区,1-3 年,博士,"市场调研,营销策划",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,23295,62003
UI 设计师,OPPO科技有限公司,48-24K,南京,天河区,3-5 年,硕士,"Git,软件开发,软件工程,敏捷开发",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,17241,58121
全栈工程师,小米系统有限公司,48-20K,西安,南山区,3-5 年,高中,"数据分析,项目管理",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,27157,45320
后端开发工程师,腾讯系统有限公司,15-47K,北京,,应届生,硕士,"NLP,CV,深度学习,PyTorch,TensorFlow",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,46270,67389
产品经理,腾讯网络技术有限公司,18-35K,成都,天河区,应届生,本科,"Vue,Spring,软件开发",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,21292,18065
UI 设计师,腾讯数据服务有限公司,9-72K,武汉,天河区,5-10 年,高中,"数据库,C++,数据结构,Linux",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,11028,52855
UI 设计师,华为数据服务有限公司,35-55K,苏州,南山区,经验不限,硕士,"Vue,Spring,软件工程,敏捷开发,Git",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,41783,42864
UI 设计师,网易网络技术有限公司,44-18K,西安,南山区,3-5 年,硕士,"UI 设计,平面设计",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,22419,37459
UI 设计师,腾讯智能科技有限公司,42-18K,深圳,朝阳区,3-5 年,大专,"UX 设计,Figma,平面设计,Photoshop,Sketch",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,9833,47134
UI 设计师,百度智能科技有限公司,47-37K,南京,,5-10 年,大专,"C++,数据结构",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,31000,59048
UI 设计师,美团网络技术有限公司,38-20K,南京,,应届生,本科,"Vue,Git",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,12918,58632
数据分析师,阿里智能科技有限公司,28-66K,南京,朝阳区,3-5 年,大专,"Java,数据库,C++,数据结构,Python",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,16361,42862
Java 开发工程师,阿里系统有限公司,20-65K,北京,朝阳区,1-3 年,大专,"CV,深度学习,NLP,TensorFlow,机器学习",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,39746,34617
系统架构师,小米信息技术有限公司,10-32K,北京,海淀区,5-10 年,博士,"金融分析,风险管理,投资分析,量化分析,财务报表",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,33566,76871
软件工程师,字节网络技术有限公司,15-47K,西安,浦东新区,1-3 年,大专,"投资分析,财务报表,金融分析,量化分析",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,49231,38144
